species,Compartment,MP_Form,Size_Fraction_um,mass_g,number_of_particles,concentration_g_m3,concentration_num_m3,mass_fraction,number_fraction
aC0_Utopia,Ocean_Surface_Water,biofMP,0.5,0.008064625060552931,9586100.555529494,2.1222697527770874e-18,2.5226580409288142e-09,7.222769250891554e-13,1.3357957119692922e-10
eD0_Utopia,Ocean_Surface_Water,heterBiofMP,5000.0,677210.7735368081,10558182.08556432,1.7821336145705476e-10,2.7784689698853478e-09,6.065176142409253e-05,1.4712524946290635e-10
dD0_Utopia,Ocean_Surface_Water,heterBiofMP,500.0,10979.397696499102,171176367.23947117,2.889315183289237e-12,4.504641243143978e-08,9.833272530359416e-07,2.3852937492614945e-09
cD0_Utopia,Ocean_Surface_Water,heterBiofMP,50.0,786.5804510381457,12263330637.274134,2.0699485553635413e-13,3.2271922729668772e-06,7.044703321546861e-08,1.7088600713961116e-07
bD0_Utopia,Ocean_Surface_Water,heterBiofMP,5.0,35.63364081113891,555552986983.2344,9.377273897668134e-15,0.0001461981544692722,3.1913891001197065e-09,7.741472077046722e-06
aD0_Utopia,Ocean_Surface_Water,heterBiofMP,0.5,0.08062120195382821,1256940030265.6392,2.1216105777323215e-17,0.0003307736921751682,7.220525865366194e-12,1.751510004412479e-05
eA1_Utopia,Ocean_Mixed_Water,freeMP,5000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dA1_Utopia,Ocean_Mixed_Water,freeMP,500.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cA1_Utopia,Ocean_Mixed_Water,freeMP,50.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
bA1_Utopia,Ocean_Mixed_Water,freeMP,5.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
aA1_Utopia,Ocean_Mixed_Water,freeMP,0.5,0.0001692918993806495,2639377235.446153,1.6929189938064952e-20,2.639377235446153e-07,1.5161973632878934e-14,3.6778967349186064e-08
eB1_Utopia,Ocean_Mixed_Water,heterMP,5000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dB1_Utopia,Ocean_Mixed_Water,heterMP,500.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cB1_Utopia,Ocean_Mixed_Water,heterMP,50.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
bB1_Utopia,Ocean_Mixed_Water,heterMP,5.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
aB1_Utopia,Ocean_Mixed_Water,heterMP,0.5,0.002464609493317437,38424958398.63004,2.4646094933174367e-19,3.8424958398630045e-06,2.2073320867527217e-13,5.354408120816268e-07
eC1_Utopia,Ocean_Mixed_Water,biofMP,5000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dC1_Utopia,Ocean_Mixed_Water,biofMP,500.0,10976.285700029932,157476159.7923799,1.0976285700029933e-12,1.5747615979237988e-08,9.830485391188327e-07,2.1943852744869624e-09
cC1_Utopia,Ocean_Mixed_Water,biofMP,50.0,786.0052634111031,6033405178.360391,7.860052634111032e-14,6.033405178360391e-07,7.039551876222493e-08,8.407377660125085e-08
bC1_Utopia,Ocean_Mixed_Water,biofMP,5.0,35.46612606746012,14618606088.589441,3.5466126067460117e-15,1.4618606088589441e-06,3.1763862905578294e-09,2.0370609733320653e-07
aC1_Utopia,Ocean_Mixed_Water,biofMP,0.5,0.08026911021966898,95412713.70846227,8.026911021966899e-18,9.541271370846227e-09,7.188992132156234e-12,1.329548893221241e-09
eD1_Utopia,Ocean_Mixed_Water,heterBiofMP,5000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dD1_Utopia,Ocean_Mixed_Water,heterBiofMP,500.0,109762.84044975812,1711278232.6908774,1.0976284044975812e-11,1.7112782326908774e-07,9.830483908903173e-06,2.384617302909774e-08
cD1_Utopia,Ocean_Mixed_Water,heterBiofMP,50.0,7860.022596511017,122543162355.79321,7.860022596511017e-13,1.2254316235579322e-05,7.039524974208806e-07,1.707603940286267e-06
bD1_Utopia,Ocean_Mixed_Water,heterBiofMP,5.0,354.62405659817733,5528833131124.8955,3.5462405659817736e-14,0.0005528833131124896,3.1760530866491734e-08,7.704270934744493e-05
aD1_Utopia,Ocean_Mixed_Water,heterBiofMP,0.5,0.8024620498282422,12510935693761.918,8.024620498282422e-17,0.0012510935693761918,7.186940713285245e-11,0.00017433631282754296
eA2_Utopia,Ocean_Column_Water,freeMP,5000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dA2_Utopia,Ocean_Column_Water,freeMP,500.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cA2_Utopia,Ocean_Column_Water,freeMP,50.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
bA2_Utopia,Ocean_Column_Water,freeMP,5.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
aA2_Utopia,Ocean_Column_Water,freeMP,0.5,6.074522646923414e-06,94705989.17696577,6.074522646923414e-24,9.470598917696577e-11,5.440411061718304e-16,1.3197008888815411e-09
eB2_Utopia,Ocean_Column_Water,heterMP,5000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dB2_Utopia,Ocean_Column_Water,heterMP,500.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cB2_Utopia,Ocean_Column_Water,heterMP,50.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
bB2_Utopia,Ocean_Column_Water,heterMP,5.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
aB2_Utopia,Ocean_Column_Water,heterMP,0.5,6.293713218205499e-05,981233210.5275483,6.293713218205499e-23,9.812332105275483e-10,5.6367206119397306e-15,1.3673204317771337e-08
eC2_Utopia,Ocean_Column_Water,biofMP,5000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dC2_Utopia,Ocean_Column_Water,biofMP,500.0,365913.34705396177,5249738416.58268,3.659133470539618e-13,5.24973841658268e-09,3.2771612464906836e-05,7.315360427537536e-08
cC2_Utopia,Ocean_Column_Water,biofMP,50.0,26181.27470560138,200968423162.11377,2.618127470560138e-14,2.0096842316211377e-07,2.3448245203329665e-06,2.800437532927106e-06
bC2_Utopia,Ocean_Column_Water,biofMP,5.0,1172.6159354134727,483334729606.68384,1.1726159354134726e-15,4.833347296066838e-07,1.0502080701603224e-07,6.735131303020047e-06
aC2_Utopia,Ocean_Column_Water,biofMP,0.5,2.631893089450595,3128427126.796491,2.6318930894505953e-18,3.128427126796491e-09,2.3571531640200507e-10,4.359373779750989e-08
eD2_Utopia,Ocean_Column_Water,heterBiofMP,5000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dD2_Utopia,Ocean_Column_Water,heterBiofMP,500.0,3659132.9212247976,57048400833.6209,3.6591329212247974e-12,5.7048400833620906e-08,0.0003277160754518129,7.949531591789877e-07
cD2_Utopia,Ocean_Column_Water,heterBiofMP,50.0,261811.75999052415,4081825544040.571,2.6181175999052414e-13,4.081825544040571e-06,2.3448156800630053e-05,5.6879072227038066e-05
bD2_Utopia,Ocean_Column_Water,heterBiofMP,5.0,11724.93812767217,182799855719084.88,1.1724938127672171e-14,0.00018279985571908487,1.050098695739616e-06,0.002547263738823479
aD2_Utopia,Ocean_Column_Water,heterBiofMP,0.5,26.311436338759105,410213402758651.4,2.6311436338759104e-17,0.0004102134027586514,2.3564819431462845e-09,0.005716206514037259
eA3_Utopia,Coast_Surface_Water,freeMP,5000.0,72.16423592545824,1125.0901089292813,1.899058840143638e-14,2.9607634445507403e-13,6.4631104402607765e-09,1.567780907764309e-14
dA3_Utopia,Coast_Surface_Water,freeMP,500.0,75.89418647286257,1183242.6052990174,1.9972154334963836e-14,3.1137963297342564e-10,6.797169022263731e-09,1.6488147492528546e-11
cA3_Utopia,Coast_Surface_Water,freeMP,50.0,6.000855090327218,93557461.26403973,1.5791723921913733e-15,2.462038454316835e-08,5.374433566351044e-10,1.303696480704551e-09
bA3_Utopia,Coast_Surface_Water,freeMP,5.0,0.04331205817862344,675264798.8191026,1.1397910047006169e-17,1.7770126284713227e-07,3.8790768282033295e-12,9.409621957137302e-09
aA3_Utopia,Coast_Surface_Water,freeMP,0.5,3.133305051903009e-05,488503824.2205763,8.245539610271075e-21,1.2855363795278324e-07,2.806223378349665e-15,6.8071611589557665e-09
eB3_Utopia,Coast_Surface_Water,heterMP,5000.0,721.6423592928647,11250.901089889661,1.8990588402443808e-13,2.9607634447078054e-12,6.463110440603637e-08,1.5677809078474784e-13
dB3_Utopia,Coast_Surface_Water,heterMP,500.0,758.9418940196795,11832426.509657862,1.997215510578104e-13,3.1137964499099637e-09,6.797169284597716e-08,1.6488148128881916e-10
cB3_Utopia,Coast_Surface_Water,heterMP,50.0,60.00913265507226,935583682.551382,1.5791877014492698e-14,2.462062322503637e-07,5.374485668699035e-09,1.3037091193662583e-08
bB3_Utopia,Coast_Surface_Water,heterMP,5.0,0.43323096163134206,6754368885.95102,1.140081477977216e-16,1.7774654963029002e-06,3.8800654025575934e-11,9.412019978976548e-08
aB3_Utopia,Coast_Surface_Water,heterMP,0.5,0.0002988641678047174,4659498085.142838,7.864846521176774e-20,1.2261837066165362e-06,2.676661227527924e-14,6.49287739681877e-08
eC3_Utopia,Coast_Surface_Water,biofMP,5000.0,183.99600724137218,2844.40438997309,4.8420001905624256e-14,7.4852747104555e-13,1.6478890133283962e-08,3.963596214355394e-14
dC3_Utopia,Coast_Surface_Water,biofMP,500.0,2.9242518320583066,41954.07821583195,7.695399558048176e-16,1.1040546898903144e-11,2.6189929545225387e-10,5.846180879878857e-13
cC3_Utopia,Coast_Surface_Water,biofMP,50.0,0.23338978790484483,1791508.5565846006,6.141836523811705e-17,4.714496201538423e-10,2.090265289327211e-11,2.4964159659911077e-11
bC3_Utopia,Coast_Surface_Water,biofMP,5.0,0.011225666954877912,4627051.823560151,2.9541228828626084e-18,1.2176452167263556e-09,1.005383405845312e-12,6.447664458731462e-11
aC3_Utopia,Coast_Surface_Water,biofMP,0.5,2.5784946735527193e-05,30649.545436993765,6.785512298822945e-21,8.065669851840465e-12,2.309328939893374e-15,4.2709265494746137e-13
eD3_Utopia,Coast_Surface_Water,heterBiofMP,5000.0,1839.9600725253406,28686.24398048622,4.842000190856159e-13,7.549011573812163e-12,1.6478890134283634e-07,3.997346103315713e-13
dD3_Utopia,Coast_Surface_Water,heterBiofMP,500.0,29.24251617589388,455910.9548902745,7.695398993656283e-15,1.1997656707638803e-10,2.618992762441754e-09,6.352988841025311e-12
cD3_Utopia,Coast_Surface_Water,heterBiofMP,50.0,2.3338909595211574,36386966.482802816,6.141818314529362e-16,9.575517495474425e-09,2.0902590921204502e-10,5.070419772642746e-10
bD3_Utopia,Coast_Surface_Water,heterBiofMP,5.0,0.1122477497841218,1750019679.5838575,2.9538881522137315e-17,4.6053149462733095e-07,1.0053035194260324e-11,2.4386024017884603e-08
aD3_Utopia,Coast_Surface_Water,heterBiofMP,0.5,0.00025779319275864366,4019173314.9041576,6.78403138838536e-20,1.057677188132673e-06,2.3088249382527755e-14,5.60060313222307e-08
eA4_Utopia,Coast_Column_Water,freeMP,5000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dA4_Utopia,Coast_Column_Water,freeMP,500.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cA4_Utopia,Coast_Column_Water,freeMP,50.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
bA4_Utopia,Coast_Column_Water,freeMP,5.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
aA4_Utopia,Coast_Column_Water,freeMP,0.5,6.059046988089173e-07,9446471.300379941,6.059046988089173e-24,9.446471300379941e-11,5.4265508869518424e-17,1.316338774373676e-10
eB4_Utopia,Coast_Column_Water,heterMP,5000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dB4_Utopia,Coast_Column_Water,heterMP,500.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cB4_Utopia,Coast_Column_Water,heterMP,50.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
bB4_Utopia,Coast_Column_Water,heterMP,5.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
aB4_Utopia,Coast_Column_Water,heterMP,0.5,6.4593525678651475e-06,100705752.52399011,6.459352567865147e-23,1.007057525239901e-09,5.785069083502444e-16,1.4033058761791415e-09
eC4_Utopia,Coast_Column_Water,biofMP,5000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dC4_Utopia,Coast_Column_Water,biofMP,500.0,5.396697940542198,77426.12487152308,5.3966979405421983e-17,7.742612487152308e-13,4.83334360229085e-10,1.0789109189775938e-12
cC4_Utopia,Coast_Column_Water,biofMP,50.0,0.42963748686198283,3297913.0785986218,4.296374868619828e-18,3.297913078598622e-11,3.847881836833084e-11,4.595547609083217e-11
bC4_Utopia,Coast_Column_Water,biofMP,5.0,0.020204766915601483,8328102.37264503,2.0204766915601483e-19,8.32810237264503e-11,1.8095617354023865e-12,1.1604972609851831e-10
aC4_Utopia,Coast_Column_Water,biofMP,0.5,4.5448636311688286e-05,54022.99481058107,4.544863631168829e-22,5.402299481058107e-13,4.070431177919e-15,7.527949910152754e-13
eD4_Utopia,Coast_Column_Water,heterBiofMP,5000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dD4_Utopia,Coast_Column_Water,heterBiofMP,500.0,53.96697638904043,841382.3075303892,5.396697638904043e-16,8.413823075303891e-12,4.833343332140313e-09,1.1724421958808069e-11
cD4_Utopia,Coast_Column_Water,heterBiofMP,50.0,4.296390073550383,66983678.46430974,4.296390073550383e-17,6.698367846430974e-10,3.8478954545405475e-10,9.33398413111185e-10
bD4_Utopia,Coast_Column_Water,heterBiofMP,5.0,0.20204836872744086,3150073138.934805,2.020483687274409e-18,3.150073138934805e-08,1.809568000843057e-11,4.3895368789466426e-08
aD4_Utopia,Coast_Column_Water,heterBiofMP,0.5,0.0004544503552203134,7085193837.372794,4.544503552203134e-21,7.085193837372795e-08,4.070108687132164e-14,9.873015092643229e-08
eA5_Utopia,Surface_Freshwater,freeMP,5000.0,3.646354802916949e-14,5.684918117398592e-13,2.1449145899511466e-27,3.344069480822701e-26,3.2657165275013488e-24,7.92177090165953e-30
