,Inflow,Outflow,Mass balance,Concentration (g/m3),Concentration (N/m3)
Ocean_Surface_Water,0.6747213450407562,3.2822761022719536e-21,0.6747213450407562,6.914096250694893e-34,1.0779210776396618e-32
Ocean_Mixed_Water,3.542144569586734e-21,7.8257449103295e-21,-4.283600340742766e-21,3.4547602447205077e-35,5.386038424988042e-34
Ocean_Column_Water,3.7639702827817265e-28,2.553442792408381e-22,-2.5534390284380983e-22,1.153606360149846e-36,1.7984969868793426e-35
Coast_Surface_Water,0.017319155455551963,7.532441788634185e-20,0.017319155455551963,6.180408286046013e-31,9.635665326400081e-30
Coast_Column_Water,7.531075449341972e-20,1.7984166179719767e-19,-1.0453090730377795e-19,3.089501218002387e-32,4.816736755115275e-31
Surface_Freshwater,0.017750663292502987,1.1645863709954882e-21,0.017750663292502987,1.9206464108873398e-32,2.9944098116259434e-31
Bulk_Freshwater,1.1645839690690214e-21,4.482504012304658e-21,-3.317920043235636e-21,1.9206928672957016e-33,2.994482239713661e-32
Sediment_Freshwater,-1.9324692104033154e-43,7.456062638937154e-29,-7.456062638937173e-29,1.969887596649258e-32,3.0712188817872867e-31
Sediment_Ocean,-1.9562660670798897e-43,1.720696007952951e-30,-1.7206960079531466e-30,1.8314921506331745e-34,2.8207790970470668e-33
Sediment_Coast,-5.240629310514781e-42,2.9945814903773345e-28,-2.994581490377387e-28,2.233237196198883e-31,3.481652284496876e-30
Urban_Soil_Surface,0.11023064537213684,2.8534757250362785e-15,0.11023064537213398,8.030892041033556e-19,1.2520713460583027e-17
Urban_Soil,7.376637752948268e-08,3.512687967412127e-10,7.341510873274148e-08,7.648460829143054e-20,1.1924476878395297e-18
Background_Soil_Surface,0.17417226121030152,2.8534757250362757e-15,0.17417226121029866,5.082614107050512e-19,7.924145230684296e-18
Background_Soil,7.37663775294826e-08,3.5126879674121237e-10,7.34151087327414e-08,4.8405799391648563e-20,7.546797303669089e-19
Agricultural_Soil_Surface,0.005805748828700851,2.8404224529431533e-15,0.005805748828698011,7.620854456192827e-19,1.1881436642811296e-17
Agricultural_Soil,3.6868352588676613e-09,3.5112749969263766e-10,3.3357077591750236e-09,1.451589848175562e-18,2.2631284866529425e-17
Air,-1.0,1.0000000010357317,-2.0000000010357315,4.1327418011786924e-17,6.443228925845797e-16
