species,Compartment,MP_Form,Size_Fraction_um,mass_fraction
aD8_Utopia,Sediment_Ocean,heterBiofMP,0.5,0.5950027261302415
bD8_Utopia,Sediment_Ocean,heterBiofMP,5.0,0.12965286236059398
cD8_Utopia,Sediment_Ocean,heterBiofMP,50.0,0.08705734318851412
eD2_Utopia,Ocean_Column_Water,heterBiofMP,5000.0,0.07452223122179251
aD7_Utopia,Sediment_Freshwater,heterBiofMP,0.5,0.05571624680880414
dD2_Utopia,Ocean_Column_Water,heterBiofMP,500.0,0.01825885922911338
bD7_Utopia,Sediment_Freshwater,heterBiofMP,5.0,0.012362402071783461
aD2_Utopia,Ocean_Column_Water,heterBiofMP,0.5,0.007439317346548883
cD7_Utopia,Sediment_Freshwater,heterBiofMP,50.0,0.006627068047163368
aA12_Utopia,Background_Soil_Surface,freeMP,0.5,0.0022420473369477276
