species,Compartment,MP_Form,Size_Fraction_um,mass_fraction
aD8_Utopia,Sediment_Ocean,heterBiofMP,0.5,0.6542164807757711
bD8_Utopia,Sediment_Ocean,heterBiofMP,5.0,0.14570296256970836
cD8_Utopia,Sediment_Ocean,heterBiofMP,50.0,0.0949348433256458
aD9_Utopia,Sediment_Coast,heterBiofMP,0.5,0.02634858048792021
aD7_Utopia,Sediment_Freshwater,heterBiofMP,0.5,0.02581541759124276
bD9_Utopia,Sediment_Coast,heterBiofMP,5.0,0.010249052228778142
eD0_Utopia,Ocean_Surface_Water,heterBiofMP,5000.0,0.008700471242051717
aD2_Utopia,Ocean_Column_Water,heterBiofMP,0.5,0.008179616294628786
cD9_Utopia,Sediment_Coast,heterBiofMP,50.0,0.008095795663342299
bD7_Utopia,Sediment_Freshwater,heterBiofMP,5.0,0.004391798534501754
