species,Compartment,MP_Form,Size_Fraction_um,number_fraction
aD8_Utopia,Sediment_Ocean,heterBiofMP,0.5,0.9732162167388394
aD9_Utopia,Sediment_Coast,heterBiofMP,0.5,0.014012396580229836
aD2_Utopia,Ocean_Column_Water,heterBiofMP,0.5,0.012167657900206305
aD1_Utopia,Ocean_Mixed_Water,heterBiofMP,0.5,0.0003740410280181827
bD8_Utopia,Sediment_Ocean,heterBiofMP,5.0,0.00021582142583341136
aD4_Utopia,Coast_Column_Water,heterBiofMP,0.5,6.51534205668372e-06
bD9_Utopia,Sediment_Coast,heterBiofMP,5.0,3.392445353466803e-06
bD2_Utopia,Ocean_Column_Water,heterBiofMP,5.0,1.3804124856834745e-06
aB1_Utopia,Ocean_Mixed_Water,heterMP,0.5,1.3399374627754873e-06
aB0_Utopia,Ocean_Surface_Water,heterMP,0.5,5.057810863613071e-07
