Compartment,MP_form,Size_Bin,k_discorporation,k_fragmentation,k_heteroaggregation,k_heteroaggregate_breackup,k_biofouling,k_defouling,k_advective_transport,k_settling,k_rising,k_mixing,k_sea_spray_aerosol,k_beaching,k_sediment_resuspension,k_burial,k_runoff_transport,k_percolation,k_soil_air_resuspension,k_soil_convection,k_sequestration_deep_soils,k_wind_trasport,k_dry_depossition,k_wet_depossition
Ocean_Surface_Water,biofMP,mp5,3.2090147248145615e-10,"[5.557266242310434e-07, 1.1908427662093789e-07, 7.938951774729193e-08, 3.969475887364596e-08, 0.0]",509.5257133588125,0.0,0.0,0.0,1.2848837209302325e-08,0.0,0.0,0.00276,5.555555555555556e-18,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ocean_Surface_Water,heterBiofMP,mp1,8.022536812036404e-11,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,1.7504869898287757e-16,0.0,0.0,1.2848837209302325e-08,3.6193064984920125e-06,0.0,0.00276,5.555555555555556e-14,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ocean_Surface_Water,heterBiofMP,mp2,8.022536812036404e-11,"[2.069169623927708e-11, 0.0, 0.0, 0.0, 0.0]",0.0,6.073207333786567e-16,0.0,0.0,1.2848837209302325e-08,6.463181628917087e-06,0.0,0.00276,5.555555555555556e-14,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ocean_Surface_Water,heterBiofMP,mp3,8.022536812036404e-11,"[4.5419898293366534e-11, 4.5419898293366534e-11, 0.0, 0.0, 0.0]",0.0,4.5335407929764513e-14,0.0,0.0,1.2848837209302325e-08,3.7841851377425095e-05,0.0,0.00276,5.555555555555556e-14,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ocean_Surface_Water,heterBiofMP,mp4,8.022536812036404e-11,"[4.825496177578399e-10, 1.6084987258594664e-10, 1.6084987258594664e-10, 0.0, 0.0]",0.0,2.4909137543687674e-11,0.0,0.0,1.2848837209302325e-08,0.0,0.0,0.00276,5.555555555555556e-16,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ocean_Surface_Water,heterBiofMP,mp5,8.022536812036404e-11,"[5.55726624794645e-09, 1.1908427674170964e-09, 7.938951782780643e-10, 3.9694758913903214e-10, 0.0]",0.0,5.095256919578562e-07,0.0,0.0,1.2848837209302325e-08,0.0,0.0,0.00276,5.555555555555556e-18,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ocean_Mixed_Water,freeMP,mp1,1.6045073624072808e-09,"[0.0, 0.0, 0.0, 0.0, 0.0]",2.246434085830704e-08,0.0,3.858024691358025e-07,0.0,4.273255813953488e-09,0.0,3.795575583777146e-11,"[0.000138, 3.167e-10]",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ocean_Mixed_Water,freeMP,mp2,1.6045073624072808e-09,"[1.5854895991882296e-10, 0.0, 0.0, 0.0, 0.0]",5.823449160244314e-08,0.0,3.858024691358025e-07,0.0,4.273255813953488e-09,0.0,3.795575583777147e-09,"[0.000138, 3.167e-10]",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ocean_Mixed_Water,freeMP,mp3,1.6045073624072808e-09,"[7.927447995941146e-10, 7.927447995941146e-10, 0.0, 0.0, 0.0]",5.634143451319746e-06,0.0,3.858024691358025e-07,0.0,4.273255813953488e-09,0.0,3.795575583777147e-07,"[0.000138, 3.167e-10]",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ocean_Mixed_Water,freeMP,mp4,1.6045073624072808e-09,"[9.512937595129376e-09, 3.1709791983764586e-09, 3.1709791983764586e-09, 0.0, 0.0]",0.028492365595947557,0.0,3.858024691358025e-07,0.0,4.273255813953488e-09,0.0,3.7955755837771466e-05,"[0.000138, 3.167e-10]",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ocean_Mixed_Water,freeMP,mp5,1.6045073624072808e-09,"[1.1098427194317603e-07, 2.3782343987823436e-08, 1.5854895991882293e-08, 7.927447995941146e-09, 0.0]",270.0062626161988,0.0,3.858024691358025e-07,0.0,4.273255813953488e-09,0.0,0.0037955755837771467,"[0.000138, 3.167e-10]",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ocean_Mixed_Water,heterMP,mp1,1.6045073624072808e-10,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,1.8735297538279762e-17,3.858024691358025e-07,0.0,4.273255813953488e-09,1.0630005559838863e-07,0.0,"[0.000138, 3.167e-10]",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ocean_Mixed_Water,heterMP,mp2,1.6045073624072808e-10,"[2.528451797958585e-12, 0.0, 0.0, 0.0, 0.0]",0.0,2.942937365521458e-17,3.858024691358025e-07,0.0,4.273255813953488e-09,9.436023774267549e-08,0.0,"[0.000138, 3.167e-10]",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ocean_Mixed_Water,heterMP,mp3,1.6045073624072808e-10,"[7.935514617141138e-12, 7.935514617141138e-12, 0.0, 0.0, 0.0]",0.0,5.49838078186937e-15,3.858024691358025e-07,0.0,4.273255813953488e-09,0.0,3.6375980205201184e-07,"[0.000138, 3.167e-10]",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
