species,Compartment,MP_Form,Size_Fraction_um,number_fraction
aD8_Utopia,Sediment_Ocean,heterBiofMP,0.5,0.751405568076478
aD7_Utopia,Sediment_Freshwater,heterBiofMP,0.5,0.18942735165035116
bD8_Utopia,Sediment_Ocean,heterBiofMP,5.0,0.02808591660619666
aA10_Utopia,Urban_Soil_Surface,freeMP,0.5,0.01383024635166139
aD2_Utopia,Ocean_Column_Water,heterBiofMP,0.5,0.008726944804961891
bD7_Utopia,Sediment_Freshwater,heterBiofMP,5.0,0.006827088856674237
bA10_Utopia,Urban_Soil_Surface,freeMP,5.0,0.0005504537188170203
aD6_Utopia,Bulk_Freshwater,heterBiofMP,0.5,0.00031967044148605836
aD1_Utopia,Ocean_Mixed_Water,heterBiofMP,0.5,0.0002474989598802548
bD2_Utopia,Ocean_Column_Water,heterBiofMP,5.0,0.00016628485663881636
