,modelBox,Compartment,MPform,sizeBin,thalf_deg_d,tfrag_gen_d,tbiof_growth_d,tbiof_degrade_d,alpha_heter
299,Utopia,Agricultural_Soil_Surface,heterBiofMP,mp1,100000,NAN,NAN,NAN,NAN
300,Utopia,Agricultural_Soil,freeMP,mp5,5000,3650,NAN,NAN,NAN
301,Utopia,Agricultural_Soil,freeMP,mp4,5000,NAN,NAN,NAN,NAN
302,Utopia,Agricultural_Soil,freeMP,mp3,5000,NAN,NAN,NAN,NAN
303,Utopia,Agricultural_Soil,freeMP,mp2,5000,NAN,NAN,NAN,NAN
304,Utopia,Agricultural_Soil,freeMP,mp1,5000,NAN,NAN,NAN,NAN
305,Utopia,Agricultural_Soil,heterMP,mp5,50000,NAN,NAN,NAN,NAN
306,Utopia,Agricultural_Soil,heterMP,mp4,50000,NAN,NAN,NAN,NAN
307,Utopia,Agricultural_Soil,heterMP,mp3,50000,NAN,NAN,NAN,NAN
308,Utopia,Agricultural_Soil,heterMP,mp2,50000,NAN,NAN,NAN,NAN
309,Utopia,Agricultural_Soil,heterMP,mp1,50000,NAN,NAN,NAN,NAN
310,Utopia,Agricultural_Soil,biofMP,mp5,25000,NAN,NAN,NAN,NAN
311,Utopia,Agricultural_Soil,biofMP,mp4,25000,NAN,NAN,NAN,NAN
312,Utopia,Agricultural_Soil,biofMP,mp3,25000,NAN,NAN,NAN,NAN
313,Utopia,Agricultural_Soil,biofMP,mp2,25000,NAN,NAN,NAN,NAN
314,Utopia,Agricultural_Soil,biofMP,mp1,25000,NAN,NAN,NAN,NAN
315,Utopia,Agricultural_Soil,heterBiofMP,mp5,100000,NAN,NAN,NAN,NAN
316,Utopia,Agricultural_Soil,heterBiofMP,mp4,100000,NAN,NAN,NAN,NAN
317,Utopia,Agricultural_Soil,heterBiofMP,mp3,100000,NAN,NAN,NAN,NAN
318,Utopia,Agricultural_Soil,heterBiofMP,mp2,100000,NAN,NAN,NAN,NAN
319,Utopia,Agricultural_Soil,heterBiofMP,mp1,100000,NAN,NAN,NAN,NAN
320,Utopia,Air,freeMP,mp5,5000,365,NAN,NAN,NAN
321,Utopia,Air,freeMP,mp4,5000,NAN,NAN,NAN,NAN
322,Utopia,Air,freeMP,mp3,5000,NAN,NAN,NAN,NAN
323,Utopia,Air,freeMP,mp2,5000,NAN,NAN,NAN,NAN
324,Utopia,Air,freeMP,mp1,5000,NAN,NAN,NAN,NAN
325,Utopia,Air,heterMP,mp5,50000,NAN,NAN,NAN,NAN
326,Utopia,Air,heterMP,mp4,50000,NAN,NAN,NAN,NAN
327,Utopia,Air,heterMP,mp3,50000,NAN,NAN,NAN,NAN
328,Utopia,Air,heterMP,mp2,50000,NAN,NAN,NAN,NAN
329,Utopia,Air,heterMP,mp1,50000,NAN,NAN,NAN,NAN
330,Utopia,Air,biofMP,mp5,25000,730,NAN,NAN,NAN
331,Utopia,Air,biofMP,mp4,25000,NAN,NAN,NAN,NAN
332,Utopia,Air,biofMP,mp3,25000,NAN,NAN,NAN,NAN
333,Utopia,Air,biofMP,mp2,25000,NAN,NAN,NAN,NAN
334,Utopia,Air,biofMP,mp1,25000,NAN,NAN,NAN,NAN
335,Utopia,Air,heterBiofMP,mp5,100000,NAN,NAN,NAN,NAN
336,Utopia,Air,heterBiofMP,mp4,100000,NAN,NAN,NAN,NAN
337,Utopia,Air,heterBiofMP,mp3,100000,NAN,NAN,NAN,NAN
338,Utopia,Air,heterBiofMP,mp2,100000,NAN,NAN,NAN,NAN
339,Utopia,Air,heterBiofMP,mp1,100000,NAN,NAN,NAN,NAN
