Model_box,Compartment,MP_form,Size_Bin,k_discorporation,k_fragmentation,k_heteroaggregation,k_heteroaggregate_breackup,k_biofouling,k_defouling,k_advective_transport,k_settling,k_rising,k_mixing,k_sea_spray_aerosol,k_sediment_resuspension,k_burial,k_runoff_transport,k_tillage,k_percolation,k_soil_air_resuspension,k_sequestration_deep_soils,k_wind_trasport,k_dry_depossition,k_wet_depossition
Utopia,Ocean_Surface_Water,freeMP,mp1,1.6045073624072808e-09,1.5854895991882295e-06,968820.163933009,0.0,1.1574074074074074e-06,0.0,6.4244186046511625e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Surface_Water,freeMP,mp2,1.6045073624072808e-09,1.5854895991882294e-07,98.49552681183546,0.0,1.1574074074074074e-06,0.0,6.4244186046511625e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Surface_Water,freeMP,mp3,1.6045073624072808e-09,1.5854895991882296e-08,0.011545699931377497,0.0,1.1574074074074074e-06,0.0,6.4244186046511625e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Surface_Water,freeMP,mp4,1.6045073624072808e-09,1.5854895991882293e-09,5.956415969765581e-06,0.0,1.1574074074074074e-06,0.0,6.4244186046511625e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Surface_Water,freeMP,mp5,1.6045073624072808e-09,0.0,8.217077030134274e-07,0.0,1.1574074074074074e-06,0.0,6.4244186046511625e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Surface_Water,heterMP,mp1,1.6045073624072808e-10,0.0,0.0,96882.01639129473,1.1574074074074074e-06,0.0,6.4244186046511625e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Surface_Water,heterMP,mp2,1.6045073624072808e-10,0.0,0.0,9.849552480328,1.1574074074074074e-06,0.0,6.4244186046511625e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Surface_Water,heterMP,mp3,1.6045073624072808e-10,0.0,0.0,0.0011545496870588217,1.1574074074074074e-06,0.0,6.4244186046511625e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Surface_Water,heterMP,mp4,1.6045073624072808e-10,0.0,0.0,5.934800043699979e-07,1.1574074074074074e-06,0.0,6.4244186046511625e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Surface_Water,heterMP,mp5,1.6045073624072808e-10,0.0,0.0,8.320746267378784e-08,1.1574074074074074e-06,0.0,6.4244186046511625e-09,1.0273682694260916e-08,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Surface_Water,biofMP,mp1,3.2090147248145615e-10,7.94330289193303e-07,1850269.279647996,0.0,0.0,0.0,6.4244186046511625e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Surface_Water,biofMP,mp2,3.2090147248145615e-10,8.085996955859972e-08,106.30919417524349,0.0,0.0,0.0,6.4244186046511625e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Surface_Water,biofMP,mp3,3.2090147248145615e-10,9.512937595129377e-09,0.1165610336498048,0.0,0.0,0.0,6.4244186046511625e-09,2.5256206472757017e-05,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Surface_Water,biofMP,mp4,3.2090147248145615e-10,2.3782343987823448e-09,0.0013589965180795954,0.0,0.0,0.0,6.4244186046511625e-09,4.354027550184351e-06,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Surface_Water,biofMP,mp5,3.2090147248145615e-10,0.0,0.0003643879853989019,0.0,0.0,0.0,6.4244186046511625e-09,2.226193988851174e-06,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Surface_Water,heterBiofMP,mp1,8.022536812036404e-11,0.0,0.0,185026.92796077582,0.0,0.0,6.4244186046511625e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Surface_Water,heterBiofMP,mp2,8.022536812036404e-11,0.0,0.0,10.630919004439468,0.0,0.0,6.4244186046511625e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Surface_Water,heterBiofMP,mp3,8.022536812036404e-11,0.0,0.0,0.011656155529914948,0.0,0.0,6.4244186046511625e-09,2.5256314840106663e-05,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Surface_Water,heterBiofMP,mp4,8.022536812036404e-11,0.0,0.0,0.0001359145057587961,0.0,0.0,6.4244186046511625e-09,4.354426749785186e-06,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Surface_Water,heterBiofMP,mp5,8.022536812036404e-11,0.0,0.0,3.6449618096042565e-05,0.0,0.0,6.4244186046511625e-09,2.226760925256225e-06,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Mixed_Water,freeMP,mp1,1.6045073624072808e-09,1.5854895991882292e-07,968820.163933009,0.0,3.858024691358025e-07,0.0,6.424418604651162e-10,0.0,0.006446896763621472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Mixed_Water,freeMP,mp2,1.6045073624072808e-09,1.5854895991882293e-08,98.49552681183546,0.0,3.858024691358025e-07,0.0,6.424418604651162e-10,0.0,6.446896763621472e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Mixed_Water,freeMP,mp3,1.6045073624072808e-09,1.5854895991882293e-09,0.011545699931377497,0.0,3.858024691358025e-07,0.0,6.424418604651162e-10,0.0,6.446896763621472e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Mixed_Water,freeMP,mp4,1.6045073624072808e-09,1.5854895991882296e-10,5.956415969765581e-06,0.0,3.858024691358025e-07,0.0,6.424418604651162e-10,0.0,6.4468967636214734e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Mixed_Water,freeMP,mp5,1.6045073624072808e-09,0.0,8.217077030134274e-07,0.0,3.858024691358025e-07,0.0,6.424418604651162e-10,0.0,6.446896763621471e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Mixed_Water,heterMP,mp1,1.6045073624072808e-10,0.0,0.0,96882.01639129473,3.858024691358025e-07,0.0,6.424418604651162e-10,0.0,0.006446896763483442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Mixed_Water,heterMP,mp2,1.6045073624072808e-10,0.0,0.0,9.849552480328,3.858024691358025e-07,0.0,6.424418604651162e-10,0.0,6.44689662558534e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Mixed_Water,heterMP,mp3,1.6045073624072808e-10,0.0,0.0,0.0011545496870588217,3.858024691358025e-07,0.0,6.424418604651162e-10,0.0,6.446758727515004e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Mixed_Water,heterMP,mp4,1.6045073624072808e-10,0.0,0.0,5.934800043699979e-07,3.858024691358025e-07,0.0,6.424418604651162e-10,0.0,6.308907307491492e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Mixed_Water,heterMP,mp5,1.6045073624072808e-10,0.0,0.0,8.320746267378784e-08,3.858024691358025e-07,0.0,6.424418604651162e-10,1.0273682694260916e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Mixed_Water,biofMP,mp1,3.2090147248145615e-10,7.94330289193303e-08,1850269.279647996,0.0,0.0,0.0,6.424418604651162e-10,0.0,0.006131107881163131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Mixed_Water,biofMP,mp2,3.2090147248145615e-10,8.08599695585997e-09,106.30919417524349,0.0,0.0,0.0,6.424418604651162e-10,0.0,3.290886829168358e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Mixed_Water,biofMP,mp3,3.2090147248145615e-10,9.512937595129376e-10,0.1165610336498048,0.0,0.0,0.0,6.424418604651162e-10,2.5256206472757017e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Mixed_Water,biofMP,mp4,3.2090147248145615e-10,2.378234398782344e-10,0.0013589965180795954,0.0,0.0,0.0,6.424418604651162e-10,4.354027550184351e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Mixed_Water,biofMP,mp5,3.2090147248145615e-10,0.0,0.0003643879853989019,0.0,0.0,0.0,6.424418604651162e-10,2.2261939888511738e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Utopia,Ocean_Mixed_Water,heterBiofMP,mp1,8.022536812036404e-11,0.0,0.0,185026.92796077582,0.0,0.0,6.424418604651162e-10,0.0,0.006131107881025491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
