species,Compartment,MP_Form,Size_Fraction_um,mass_fraction
cD8_Utopia,Sediment_Ocean,heterBiofMP,50.0,0.8696005126878557
dD0_Utopia,Ocean_Surface_Water,heterBiofMP,500.0,0.09018857801944388
cD9_Utopia,Sediment_Coast,heterBiofMP,50.0,0.016370672410693878
bD8_Utopia,Sediment_Ocean,heterBiofMP,5.0,0.010091884542329968
eD0_Utopia,Ocean_Surface_Water,heterBiofMP,5000.0,0.009958752272669982
dD3_Utopia,Coast_Surface_Water,heterBiofMP,500.0,0.0023148565907005017
cD2_Utopia,Ocean_Column_Water,heterBiofMP,50.0,0.0009696805805980844
eD3_Utopia,Coast_Surface_Water,heterBiofMP,5000.0,0.0002509674936749071
bD9_Utopia,Sediment_Coast,heterBiofMP,5.0,0.00011548561910064664
eB0_Utopia,Ocean_Surface_Water,heterMP,5000.0,7.037784529908181e-05
