species,Compartment,MP_Form,Size_Fraction_um,mass_fraction
eD0_Utopia,Ocean_Surface_Water,heterBiofMP,5000.0,0.8958514397273345
aD7_Utopia,Sediment_Freshwater,heterBiofMP,0.5,0.04555017701430744
eD3_Utopia,Coast_Surface_Water,heterBiofMP,5000.0,0.023001373786238875
eD5_Utopia,Surface_Freshwater,heterBiofMP,5000.0,0.014214380859958988
bD7_Utopia,Sediment_Freshwater,heterBiofMP,5.0,0.01013682902210528
cD7_Utopia,Sediment_Freshwater,heterBiofMP,50.0,0.005298330327164499
aA12_Utopia,Background_Soil_Surface,freeMP,0.5,0.002043370657975368
aA10_Utopia,Urban_Soil_Surface,freeMP,0.5,0.0012932143128177437
dD7_Utopia,Sediment_Freshwater,heterBiofMP,500.0,0.0008795523356936628
bA12_Utopia,Background_Soil_Surface,freeMP,5.0,0.0004545599248269071
