species,Compartment,MP_Form,Size_Fraction_um,mass_fraction
aD8_Utopia,Sediment_Ocean,heterBiofMP,0.5,0.5545125269677506
bD8_Utopia,Sediment_Ocean,heterBiofMP,5.0,0.12116083573199007
dD1_Utopia,Ocean_Mixed_Water,heterBiofMP,500.0,0.09423926382062632
cD8_Utopia,Sediment_Ocean,heterBiofMP,50.0,0.08264676620430846
eD0_Utopia,Ocean_Surface_Water,heterBiofMP,5000.0,0.05434621427472842
aD2_Utopia,Ocean_Column_Water,heterBiofMP,0.5,0.04408455762614815
eD1_Utopia,Ocean_Mixed_Water,heterBiofMP,5000.0,0.023926145343174294
dD0_Utopia,Ocean_Surface_Water,heterBiofMP,500.0,0.0058356311159747
aD9_Utopia,Sediment_Coast,heterBiofMP,0.5,0.005414063334989013
bD2_Utopia,Ocean_Column_Water,heterBiofMP,5.0,0.004926138906823679
