species,Compartment,MP_Form,Size_Fraction_um,mass_g,number_of_particles,concentration_g_m3,concentration_num_m3
dD10_Utopia,Urban_Soil_Surface,heterBiofMP,500.0,5.446310268280379e-13,8.491172579353165e-09,2.807376426948649e-20,4.376893082140807e-16
cD10_Utopia,Urban_Soil_Surface,heterBiofMP,50.0,3.903000006003013e-14,6.085045653972996e-07,2.0118556731974296e-21,3.136621471120101e-14
bD10_Utopia,Urban_Soil_Surface,heterBiofMP,5.0,1.7684581942646218e-15,2.757148048345292e-05,9.115763887961967e-23,1.421210334198604e-12
aD10_Utopia,Urban_Soil_Surface,heterBiofMP,0.5,4.0013307115613284e-18,6.238349992069188e-05,2.062541603897592e-25,3.2156443258088597e-12
eA11_Utopia,Urban_Soil,freeMP,5000.0,-0.0,-0.0,-0.0,-0.0
dA11_Utopia,Urban_Soil,freeMP,500.0,-0.0,-0.0,-0.0,-0.0
cA11_Utopia,Urban_Soil,freeMP,50.0,-0.0,-0.0,-0.0,-0.0
bA11_Utopia,Urban_Soil,freeMP,5.0,-0.0,-0.0,-0.0,-0.0
aA11_Utopia,Urban_Soil,freeMP,0.5,-0.0,-0.0,-0.0,-0.0
eB11_Utopia,Urban_Soil,heterMP,5000.0,-0.0,-0.0,-0.0,-0.0
dB11_Utopia,Urban_Soil,heterMP,500.0,-0.0,-0.0,-0.0,-0.0
cB11_Utopia,Urban_Soil,heterMP,50.0,-0.0,-0.0,-0.0,-0.0
bB11_Utopia,Urban_Soil,heterMP,5.0,-0.0,-0.0,-0.0,-0.0
aB11_Utopia,Urban_Soil,heterMP,0.5,-0.0,-0.0,-0.0,-0.0
eC11_Utopia,Urban_Soil,biofMP,5000.0,-0.0,-0.0,-0.0,-0.0
dC11_Utopia,Urban_Soil,biofMP,500.0,-0.0,-0.0,-0.0,-0.0
cC11_Utopia,Urban_Soil,biofMP,50.0,-0.0,-0.0,-0.0,-0.0
bC11_Utopia,Urban_Soil,biofMP,5.0,-0.0,-0.0,-0.0,-0.0
aC11_Utopia,Urban_Soil,biofMP,0.5,-0.0,-0.0,-0.0,-0.0
eD11_Utopia,Urban_Soil,heterBiofMP,5000.0,-0.0,-0.0,-0.0,-0.0
dD11_Utopia,Urban_Soil,heterBiofMP,500.0,-0.0,-0.0,-0.0,-0.0
cD11_Utopia,Urban_Soil,heterBiofMP,50.0,-0.0,-0.0,-0.0,-0.0
bD11_Utopia,Urban_Soil,heterBiofMP,5.0,-0.0,-0.0,-0.0,-0.0
aD11_Utopia,Urban_Soil,heterBiofMP,0.5,-0.0,-0.0,-0.0,-0.0
eA12_Utopia,Background_Soil_Surface,freeMP,5000.0,1.7471728829060878e-12,2.723962782863227e-11,1.4667827016572819e-21,2.2868151909594237e-20
dA12_Utopia,Background_Soil_Surface,freeMP,500.0,1.1197184251746624e-12,1.745718095388931e-08,9.400235276324444e-22,1.4655613816690712e-17
cA12_Utopia,Background_Soil_Surface,freeMP,50.0,7.614960684137229e-14,1.187224784650659e-06,6.392894895847098e-23,9.966963167422167e-16
bA12_Utopia,Background_Soil_Surface,freeMP,5.0,5.193146567014469e-16,8.096472943749152e-06,4.359738882278173e-25,6.797132999554344e-15
aA12_Utopia,Background_Soil_Surface,freeMP,0.5,3.564321969459847e-19,5.557023283695421e-06,2.992311670522723e-28,4.665219856018856e-15
eB12_Utopia,Background_Soil_Surface,heterMP,5000.0,2.2677480635457574e-11,3.535575320820057e-10,1.9038148221445964e-20,2.9681783478458453e-19
dB12_Utopia,Background_Soil_Surface,heterMP,500.0,1.4533418243420734e-11,2.2658599380855578e-07,1.2201063033866764e-20,1.9022297072480254e-16
cB12_Utopia,Background_Soil_Surface,heterMP,50.0,9.884239105308095e-13,1.5410209100199144e-05,8.2979944804292415e-22,1.2937144548338715e-14
bB12_Utopia,Background_Soil_Surface,heterMP,5.0,6.765989958789016e-15,0.00010548644050789233,5.68016887638018e-24,8.85577424593609e-14
aB12_Utopia,Background_Soil_Surface,heterMP,0.5,4.589902507742612e-18,7.155973933882024e-05,3.853304768244914e-27,6.007567357770596e-14
eC12_Utopia,Background_Soil_Surface,biofMP,5000.0,3.1980168204672275e-12,4.943831781855858e-11,2.6847919846764728e-21,4.1504346870746654e-20
dC12_Utopia,Background_Soil_Surface,biofMP,500.0,5.184564294181614e-14,7.438265525852563e-10,4.3525339116337134e-23,6.244556168652878e-19
cC12_Utopia,Background_Soil_Surface,biofMP,50.0,3.715438077803035e-15,2.8519838711015872e-08,3.119176330470327e-24,2.3942911708767816e-17
bC12_Utopia,Background_Soil_Surface,biofMP,5.0,1.6836256951905603e-16,6.939653006308999e-08,1.4134337076384032e-25,5.825962092673527e-17
aC12_Utopia,Background_Soil_Surface,biofMP,0.5,3.8102112270611515e-19,4.5290472509470103e-10,3.1987400744326133e-28,3.802215698098501e-19
eD12_Utopia,Background_Soil_Surface,heterBiofMP,5000.0,3.359471207789776e-11,5.237646846314866e-10,2.82033581365205e-20,4.397097658009727e-19
dD12_Utopia,Background_Soil_Surface,heterBiofMP,500.0,5.446310268280379e-13,8.491172579353165e-09,4.572274310991285e-22,7.128490361792845e-18
cD12_Utopia,Background_Soil_Surface,heterBiofMP,50.0,3.903000006003013e-14,6.085045653972996e-07,3.276637904230341e-23,5.108504024625571e-16
bD12_Utopia,Background_Soil_Surface,heterBiofMP,5.0,1.7684581942646218e-15,2.757148048345292e-05,1.4846520990166071e-24,2.314674811398378e-14
aD12_Utopia,Background_Soil_Surface,heterBiofMP,0.5,4.0013307115613284e-18,6.238349992069188e-05,3.359188279963505e-27,5.237205742359707e-14
eA13_Utopia,Background_Soil,freeMP,5000.0,-0.0,-0.0,-0.0,-0.0
dA13_Utopia,Background_Soil,freeMP,500.0,-0.0,-0.0,-0.0,-0.0
cA13_Utopia,Background_Soil,freeMP,50.0,-0.0,-0.0,-0.0,-0.0
bA13_Utopia,Background_Soil,freeMP,5.0,-0.0,-0.0,-0.0,-0.0
aA13_Utopia,Background_Soil,freeMP,0.5,-0.0,-0.0,-0.0,-0.0
eB13_Utopia,Background_Soil,heterMP,5000.0,-0.0,-0.0,-0.0,-0.0
dB13_Utopia,Background_Soil,heterMP,500.0,-0.0,-0.0,-0.0,-0.0
cB13_Utopia,Background_Soil,heterMP,50.0,-0.0,-0.0,-0.0,-0.0
bB13_Utopia,Background_Soil,heterMP,5.0,-0.0,-0.0,-0.0,-0.0
aB13_Utopia,Background_Soil,heterMP,0.5,-0.0,-0.0,-0.0,-0.0
eC13_Utopia,Background_Soil,biofMP,5000.0,-0.0,-0.0,-0.0,-0.0
dC13_Utopia,Background_Soil,biofMP,500.0,-0.0,-0.0,-0.0,-0.0
cC13_Utopia,Background_Soil,biofMP,50.0,-0.0,-0.0,-0.0,-0.0
bC13_Utopia,Background_Soil,biofMP,5.0,-0.0,-0.0,-0.0,-0.0
aC13_Utopia,Background_Soil,biofMP,0.5,-0.0,-0.0,-0.0,-0.0
eD13_Utopia,Background_Soil,heterBiofMP,5000.0,-0.0,-0.0,-0.0,-0.0
dD13_Utopia,Background_Soil,heterBiofMP,500.0,-0.0,-0.0,-0.0,-0.0
cD13_Utopia,Background_Soil,heterBiofMP,50.0,-0.0,-0.0,-0.0,-0.0
bD13_Utopia,Background_Soil,heterBiofMP,5.0,-0.0,-0.0,-0.0,-0.0
aD13_Utopia,Background_Soil,heterBiofMP,0.5,-0.0,-0.0,-0.0,-0.0
eA14_Utopia,Agricultural_Soil_Surface,freeMP,5000.0,1.7471728829060878e-12,2.723962782863227e-11,2.3952249436637527e-21,3.734320551194378e-20
dA14_Utopia,Agricultural_Soil_Surface,freeMP,500.0,1.1197184251746624e-12,1.745718095388931e-08,1.5350384201231937e-21,2.3932305541085367e-17
cA14_Utopia,Agricultural_Soil_Surface,freeMP,50.0,7.614960684137229e-14,1.187224784650659e-06,1.0439461345877973e-22,1.6275838789354285e-15
bA14_Utopia,Agricultural_Soil_Surface,freeMP,5.0,5.193146567014469e-16,8.096472943749152e-06,7.119360834358506e-25,1.1099573568421189e-14
aA14_Utopia,Agricultural_Soil_Surface,freeMP,0.5,3.564321969459847e-19,5.557023283695421e-06,4.886381291757851e-28,7.618204764881856e-15
eB14_Utopia,Agricultural_Soil_Surface,heterMP,5000.0,2.2677480635457574e-11,3.535575320820057e-10,3.108889097863782e-20,4.84697208930146e-19
dB14_Utopia,Agricultural_Soil_Surface,heterMP,500.0,1.4533418243420734e-11,2.2658599380855578e-07,1.9924076337218597e-20,3.1063006389635304e-16
cB14_Utopia,Agricultural_Soil_Surface,heterMP,50.0,9.884239105308095e-13,1.5410209100199144e-05,1.35504484334669e-21,2.1126081789042475e-14
bB14_Utopia,Agricultural_Soil_Surface,heterMP,5.0,6.765989958789016e-15,0.00010548644050789233,9.275594920471891e-24,1.4461290922885e-13
aB14_Utopia,Agricultural_Soil_Surface,heterMP,0.5,4.589902507742612e-18,7.155973933882024e-05,6.29236470133611e-27,9.810229674657303e-14
eC14_Utopia,Agricultural_Soil_Surface,biofMP,5000.0,3.1980168204672275e-12,4.943831781855858e-11,4.384208187742964e-21,6.777571536871927e-20
dC14_Utopia,Agricultural_Soil_Surface,biofMP,500.0,5.184564294181614e-14,7.438265525852563e-10,7.107595270593351e-23,1.0197227360512946e-18
cC14_Utopia,Agricultural_Soil_Surface,biofMP,50.0,3.715438077803035e-15,2.8519838711015872e-08,5.0935485822042045e-24,3.9098265396764465e-17
bC14_Utopia,Agricultural_Soil_Surface,biofMP,5.0,1.6836256951905603e-16,6.939653006308999e-08,2.308107171515903e-25,9.513672140695601e-17
aC14_Utopia,Agricultural_Soil_Surface,biofMP,0.5,3.8102112270611515e-19,4.5290472509470103e-10,5.223474483249002e-28,6.208937336788509e-19
eD14_Utopia,Agricultural_Soil_Surface,heterBiofMP,5000.0,3.359471207789776e-11,5.237646846314866e-10,4.6055483765488264e-20,7.180366920260565e-19
dD14_Utopia,Agricultural_Soil_Surface,heterBiofMP,500.0,5.446310268280379e-13,8.491172579353165e-09,7.46642666741662e-22,1.1640673090800017e-17
cD14_Utopia,Agricultural_Soil_Surface,heterBiofMP,50.0,3.903000006003013e-14,6.085045653972996e-07,5.350679981908056e-23,8.342078380638566e-16
bD14_Utopia,Agricultural_Soil_Surface,heterBiofMP,5.0,1.7684581942646218e-15,2.757148048345292e-05,2.424405289351587e-24,3.779814718613309e-14
aD14_Utopia,Agricultural_Soil_Surface,heterBiofMP,0.5,4.0013307115613284e-18,6.238349992069188e-05,5.4854829890893405e-27,8.552245547363989e-14
eA15_Utopia,Agricultural_Soil,freeMP,5000.0,-0.0,-0.0,-0.0,-0.0
dA15_Utopia,Agricultural_Soil,freeMP,500.0,-0.0,-0.0,-0.0,-0.0
cA15_Utopia,Agricultural_Soil,freeMP,50.0,-0.0,-0.0,-0.0,-0.0
bA15_Utopia,Agricultural_Soil,freeMP,5.0,-0.0,-0.0,-0.0,-0.0
aA15_Utopia,Agricultural_Soil,freeMP,0.5,-0.0,-0.0,-0.0,-0.0
eB15_Utopia,Agricultural_Soil,heterMP,5000.0,-0.0,-0.0,-0.0,-0.0
dB15_Utopia,Agricultural_Soil,heterMP,500.0,-0.0,-0.0,-0.0,-0.0
cB15_Utopia,Agricultural_Soil,heterMP,50.0,-0.0,-0.0,-0.0,-0.0
bB15_Utopia,Agricultural_Soil,heterMP,5.0,-0.0,-0.0,-0.0,-0.0
aB15_Utopia,Agricultural_Soil,heterMP,0.5,-0.0,-0.0,-0.0,-0.0
eC15_Utopia,Agricultural_Soil,biofMP,5000.0,-0.0,-0.0,-0.0,-0.0
dC15_Utopia,Agricultural_Soil,biofMP,500.0,-0.0,-0.0,-0.0,-0.0
cC15_Utopia,Agricultural_Soil,biofMP,50.0,-0.0,-0.0,-0.0,-0.0
bC15_Utopia,Agricultural_Soil,biofMP,5.0,-0.0,-0.0,-0.0,-0.0
aC15_Utopia,Agricultural_Soil,biofMP,0.5,-0.0,-0.0,-0.0,-0.0
eD15_Utopia,Agricultural_Soil,heterBiofMP,5000.0,-0.0,-0.0,-0.0,-0.0
dD15_Utopia,Agricultural_Soil,heterBiofMP,500.0,-0.0,-0.0,-0.0,-0.0
cD15_Utopia,Agricultural_Soil,heterBiofMP,50.0,-0.0,-0.0,-0.0,-0.0
bD15_Utopia,Agricultural_Soil,heterBiofMP,5.0,-0.0,-0.0,-0.0,-0.0
aD15_Utopia,Agricultural_Soil,heterBiofMP,0.5,-0.0,-0.0,-0.0,-0.0
eA16_Utopia,Air,freeMP,5000.0,1.390340401371774e-15,2.1676363832687768e-14,1.7916757749636264e-32,2.7933458547278053e-31
dA16_Utopia,Air,freeMP,500.0,8.910336120208602e-16,1.3891827312406134e-11,1.1482391907485313e-32,1.7901839320110998e-28
cA16_Utopia,Air,freeMP,50.0,6.059725169499849e-17,9.447528631878604e-10,7.808924187499804e-34,1.2174650298812634e-26
bA16_Utopia,Air,freeMP,5.0,4.132528356527521e-19,6.442896150943165e-09,5.325423139855053e-36,8.302701225442223e-26
aA16_Utopia,Air,freeMP,0.5,2.8363654713976033e-22,4.422088997761004e-09,3.6551101435536125e-39,5.698568296083768e-26
eB16_Utopia,Air,heterMP,5000.0,1.3905942180068286e-14,2.168032100873099e-13,1.7920028582562224e-31,2.7938558000941997e-30
dB16_Utopia,Air,heterMP,500.0,8.911963238798306e-15,1.3894364102282524e-10,1.1484488709791632e-31,1.7905108379230057e-27
cB16_Utopia,Air,heterMP,50.0,6.061063823706838e-16,9.449615685927256e-09,7.810649257354172e-33,1.217733980145265e-25
bB16_Utopia,Air,heterMP,5.0,4.14893817661259e-18,6.468480189948429e-08,5.34656981522241e-35,8.335670347871687e-25
aB16_Utopia,Air,heterMP,0.5,2.8145506950636335e-21,4.3880782599390085e-08,3.626998318380971e-38,5.654740025694598e-25
eC16_Utopia,Air,biofMP,5000.0,2.0259098855499e-15,3.131865228243004e-14,2.6107086153993557e-32,4.035908799282222e-31
dC16_Utopia,Air,biofMP,500.0,3.2843667327293875e-17,4.712062664500972e-13,4.232431356610035e-34,6.072245701676511e-30
cC16_Utopia,Air,biofMP,50.0,2.3536907882398124e-18,1.8067016661436564e-11,3.0331066858760466e-35,2.3282237965768766e-28
bC16_Utopia,Air,biofMP,5.0,1.066559099258913e-19,4.396196898587125e-11,1.3744318289418982e-36,5.665202188900935e-28
aC16_Utopia,Air,biofMP,0.5,2.413728577515312e-22,2.869103607927748e-13,3.110474971024887e-39,3.697298463824418e-30
eD16_Utopia,Air,heterBiofMP,5000.0,2.0259715270377703e-14,3.158629058855477e-13,2.610788050306405e-31,4.0703982717209755e-30
dD16_Utopia,Air,heterBiofMP,500.0,3.28446616996277e-16,5.120708829724214e-12,4.232559497374704e-33,6.598851584696152e-29
cD16_Utopia,Air,heterBiofMP,50.0,2.3537534311516465e-17,3.6696636086918566e-10,3.033187411277895e-34,4.728947949345176e-27
bD16_Utopia,Air,heterBiofMP,5.0,1.0664910418130768e-18,1.6627329410720955e-08,1.3743441260477793e-35,2.1426970890104324e-25
aD16_Utopia,Air,heterBiofMP,0.5,2.4130530046180752e-21,3.762115725332737e-08,3.109604387394427e-38,4.8480872749133205e-25
