,Model_box,Compartment,MP_form,Size_Bin,k_discorporation,k_fragmentation,k_heteroaggregation,k_heteroaggregate_breackup,k_biofouling,k_defouling,k_advective_transport,k_settling,k_rising,k_mixing,k_sea_spray_aerosol,k_sediment_resuspension,k_burial,k_runoff_transport,k_tillage,k_percolation,k_soil_air_resuspension,k_sequestration_deep_soils,k_wind_trasport,k_dry_depossition,k_wet_depossition
94,Utopia,Coast_Column_Water,biofMP,mp5,3.2090147248145615e-10,0.0,0.002726700706886948,0.0,0.0,0.0,6.84e-08,2.399732728097385e-06,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Utopia,Coast_Column_Water,heterBiofMP,mp1,8.022536812036404e-11,0.0,0.0,462016.4192638597,0.0,0.0,6.84e-08,0.0,0.02180232861563626,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Utopia,Coast_Column_Water,heterBiofMP,mp2,8.022536812036404e-11,0.0,0.0,19.952037501619994,0.0,0.0,6.84e-08,8.03210911101244e-05,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Utopia,Coast_Column_Water,heterBiofMP,mp3,8.022536812036404e-11,0.0,0.0,0.0990143883014825,0.0,0.0,6.84e-08,3.092288810371086e-05,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Utopia,Coast_Column_Water,heterBiofMP,mp4,8.022536812036404e-11,0.0,0.0,0.0010227987657339458,0.0,0.0,6.84e-08,4.708596186778864e-06,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Utopia,Coast_Column_Water,heterBiofMP,mp5,8.022536812036404e-11,0.0,0.0,0.0002727482866233284,0.0,0.0,6.84e-08,2.400312156718272e-06,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Utopia,Surface_Freshwater,freeMP,mp1,1.6045073624072808e-09,0.0,11782875.968886008,0.0,1.1574074074074074e-06,0.0,5.88235294117647e-10,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Utopia,Surface_Freshwater,freeMP,mp2,1.6045073624072808e-09,0.0,1611.5295302509394,0.0,1.1574074074074074e-06,0.0,5.88235294117647e-10,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Utopia,Surface_Freshwater,freeMP,mp3,1.6045073624072808e-09,0.0,0.6084886427406376,0.0,1.1574074074074074e-06,0.0,5.88235294117647e-10,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Utopia,Surface_Freshwater,freeMP,mp4,1.6045073624072808e-09,0.0,0.0007294351434146552,0.0,1.1574074074074074e-06,0.0,5.88235294117647e-10,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Utopia,Surface_Freshwater,freeMP,mp5,1.6045073624072808e-09,0.0,2.8088977861187754e-05,0.0,1.1574074074074074e-06,0.0,5.88235294117647e-10,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Utopia,Surface_Freshwater,heterMP,mp1,1.6045073624072808e-10,0.0,0.0,1178287.596826095,1.1574074074074074e-06,0.0,5.88235294117647e-10,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Utopia,Surface_Freshwater,heterMP,mp2,1.6045073624072808e-10,0.0,0.0,161.1529468060239,1.1574074074074074e-06,0.0,5.88235294117647e-10,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Utopia,Surface_Freshwater,heterMP,mp3,1.6045073624072808e-10,0.0,0.0,0.060848274962398675,1.1574074074074074e-06,0.0,5.88235294117647e-10,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Utopia,Surface_Freshwater,heterMP,mp4,1.6045073624072808e-10,0.0,0.0,7.292794646300206e-05,1.1574074074074074e-06,0.0,5.88235294117647e-10,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Utopia,Surface_Freshwater,heterMP,mp5,1.6045073624072808e-10,0.0,0.0,2.991672106619476e-06,1.1574074074074074e-06,0.0,5.88235294117647e-10,1.0898343867133186e-08,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Utopia,Surface_Freshwater,biofMP,mp1,3.2090147248145615e-10,0.0,20665566.206158254,0.0,0.0,0.0,5.88235294117647e-10,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Utopia,Surface_Freshwater,biofMP,mp2,3.2090147248145615e-10,0.0,1769.8133908812385,0.0,0.0,0.0,5.88235294117647e-10,8.032107742728616e-05,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Utopia,Surface_Freshwater,biofMP,mp3,3.2090147248145615e-10,0.0,5.76600208787833,0.0,0.0,0.0,5.88235294117647e-10,3.092277755018431e-05,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Utopia,Surface_Freshwater,biofMP,mp4,3.2090147248145615e-10,0.0,0.0694331063982898,0.0,0.0,0.0,5.88235294117647e-10,4.708188242523557e-06,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Utopia,Surface_Freshwater,biofMP,mp5,3.2090147248145615e-10,0.0,0.020837142076202148,0.0,0.0,0.0,5.88235294117647e-10,2.399732728097385e-06,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Utopia,Surface_Freshwater,heterBiofMP,mp1,8.022536812036404e-11,0.0,0.0,2066556.620490461,0.0,0.0,5.88235294117647e-10,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Utopia,Surface_Freshwater,heterBiofMP,mp2,8.022536812036404e-11,0.0,0.0,176.98135206828692,0.0,0.0,5.88235294117647e-10,8.03210911101244e-05,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Utopia,Surface_Freshwater,heterBiofMP,mp3,8.022536812036404e-11,0.0,0.0,0.5766019184919207,0.0,0.0,5.88235294117647e-10,3.092288810371086e-05,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Utopia,Surface_Freshwater,heterBiofMP,mp4,8.022536812036404e-11,0.0,0.0,0.006943862901631909,0.0,0.0,5.88235294117647e-10,4.708596186778864e-06,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Utopia,Surface_Freshwater,heterBiofMP,mp5,8.022536812036404e-11,0.0,0.0,0.0020841437422785673,0.0,0.0,5.88235294117647e-10,2.400312156718272e-06,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Utopia,Bulk_Freshwater,freeMP,mp1,1.6045073624072808e-09,0.0,11782875.968886008,0.0,3.858024691358025e-07,0.0,6.25e-11,0.0,0.008372593199508397,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Utopia,Bulk_Freshwater,freeMP,mp2,1.6045073624072808e-09,0.0,1611.5295302509394,0.0,3.858024691358025e-07,0.0,6.25e-11,0.0,8.372593199508396e-05,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Utopia,Bulk_Freshwater,freeMP,mp3,1.6045073624072808e-09,0.0,0.6084886427406376,0.0,3.858024691358025e-07,0.0,6.25e-11,0.0,8.372593199508397e-07,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Utopia,Bulk_Freshwater,freeMP,mp4,1.6045073624072808e-09,0.0,0.0007294351434146552,0.0,3.858024691358025e-07,0.0,6.25e-11,0.0,8.372593199508398e-09,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Utopia,Bulk_Freshwater,freeMP,mp5,1.6045073624072808e-09,0.0,2.8088977861187754e-05,0.0,3.858024691358025e-07,0.0,6.25e-11,0.0,8.372593199508396e-11,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Utopia,Bulk_Freshwater,heterMP,mp1,1.6045073624072808e-10,0.0,0.0,1178287.596826095,3.858024691358025e-07,0.0,6.25e-11,0.0,0.00837259319903954,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Utopia,Bulk_Freshwater,heterMP,mp2,1.6045073624072808e-10,0.0,0.0,161.1529468060239,3.858024691358025e-07,0.0,6.25e-11,0.0,8.372592730643234e-05,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Utopia,Bulk_Freshwater,heterMP,mp3,1.6045073624072808e-10,0.0,0.0,0.060848274962398675,3.858024691358025e-07,0.0,6.25e-11,0.0,8.372124334446489e-07,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Utopia,Bulk_Freshwater,heterMP,mp4,1.6045073624072808e-10,0.0,0.0,7.292794646300206e-05,3.858024691358025e-07,0.0,6.25e-11,0.0,7.903885094092983e-09,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Utopia,Bulk_Freshwater,heterMP,mp5,1.6045073624072808e-10,0.0,0.0,2.991672106619476e-06,3.858024691358025e-07,0.0,6.25e-11,3.6327812890443956e-09,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Utopia,Bulk_Freshwater,biofMP,mp1,3.2090147248145615e-10,0.0,20665566.206158254,0.0,0.0,0.0,6.25e-11,0.0,0.007267442872346294,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Utopia,Bulk_Freshwater,biofMP,mp2,3.2090147248145615e-10,0.0,1769.8133908812385,0.0,0.0,0.0,6.25e-11,2.6773692475762054e-05,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Utopia,Bulk_Freshwater,biofMP,mp3,3.2090147248145615e-10,0.0,5.76600208787833,0.0,0.0,0.0,6.25e-11,1.0307592516728102e-05,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Utopia,Bulk_Freshwater,biofMP,mp4,3.2090147248145615e-10,0.0,0.0694331063982898,0.0,0.0,0.0,6.25e-11,1.5693960808411858e-06,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Utopia,Bulk_Freshwater,biofMP,mp5,3.2090147248145615e-10,0.0,0.020837142076202148,0.0,0.0,0.0,6.25e-11,7.999109093657949e-07,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Utopia,Bulk_Freshwater,heterBiofMP,mp1,8.022536812036404e-11,0.0,0.0,2066556.620490461,0.0,0.0,6.25e-11,0.0,0.007267442871878753,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Utopia,Bulk_Freshwater,heterBiofMP,mp2,8.022536812036404e-11,0.0,0.0,176.98135206828692,0.0,0.0,6.25e-11,2.6773697036708134e-05,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Utopia,Bulk_Freshwater,heterBiofMP,mp3,8.022536812036404e-11,0.0,0.0,0.5766019184919207,0.0,0.0,6.25e-11,1.030762936790362e-05,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Utopia,Bulk_Freshwater,heterBiofMP,mp4,8.022536812036404e-11,0.0,0.0,0.006943862901631909,0.0,0.0,6.25e-11,1.5695320622596215e-06,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Utopia,Bulk_Freshwater,heterBiofMP,mp5,8.022536812036404e-11,0.0,0.0,0.0020841437422785673,0.0,0.0,6.25e-11,8.00104052239424e-07,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Utopia,Sediment_Freshwater,freeMP,mp1,1.6045073624072808e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,2.7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Utopia,Sediment_Freshwater,freeMP,mp2,1.6045073624072808e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,2.7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Utopia,Sediment_Freshwater,freeMP,mp3,1.6045073624072808e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,2.7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Utopia,Sediment_Freshwater,freeMP,mp4,1.6045073624072808e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,2.7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Utopia,Sediment_Freshwater,freeMP,mp5,1.6045073624072808e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,2.7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Utopia,Sediment_Freshwater,heterMP,mp1,1.6045073624072808e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,2.7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Utopia,Sediment_Freshwater,heterMP,mp2,1.6045073624072808e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,2.7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Utopia,Sediment_Freshwater,heterMP,mp3,1.6045073624072808e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,2.7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Utopia,Sediment_Freshwater,heterMP,mp4,1.6045073624072808e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,2.7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Utopia,Sediment_Freshwater,heterMP,mp5,1.6045073624072808e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,2.7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Utopia,Sediment_Freshwater,biofMP,mp1,3.2090147248145615e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,2.7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Utopia,Sediment_Freshwater,biofMP,mp2,3.2090147248145615e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,2.7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Utopia,Sediment_Freshwater,biofMP,mp3,3.2090147248145615e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,2.7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Utopia,Sediment_Freshwater,biofMP,mp4,3.2090147248145615e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,2.7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Utopia,Sediment_Freshwater,biofMP,mp5,3.2090147248145615e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,2.7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Utopia,Sediment_Freshwater,heterBiofMP,mp1,8.022536812036404e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,2.7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Utopia,Sediment_Freshwater,heterBiofMP,mp2,8.022536812036404e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,2.7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Utopia,Sediment_Freshwater,heterBiofMP,mp3,8.022536812036404e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,2.7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Utopia,Sediment_Freshwater,heterBiofMP,mp4,8.022536812036404e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,2.7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Utopia,Sediment_Freshwater,heterBiofMP,mp5,8.022536812036404e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,2.7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Utopia,Sediment_Ocean,freeMP,mp1,1.6045073624072808e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-11,2.7e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,Utopia,Sediment_Ocean,freeMP,mp2,1.6045073624072808e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-11,2.7e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Utopia,Sediment_Ocean,freeMP,mp3,1.6045073624072808e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-11,2.7e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,Utopia,Sediment_Ocean,freeMP,mp4,1.6045073624072808e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-11,2.7e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Utopia,Sediment_Ocean,freeMP,mp5,1.6045073624072808e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-11,2.7e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Utopia,Sediment_Ocean,heterMP,mp1,1.6045073624072808e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-11,2.7e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Utopia,Sediment_Ocean,heterMP,mp2,1.6045073624072808e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-11,2.7e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Utopia,Sediment_Ocean,heterMP,mp3,1.6045073624072808e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-11,2.7e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Utopia,Sediment_Ocean,heterMP,mp4,1.6045073624072808e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-11,2.7e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Utopia,Sediment_Ocean,heterMP,mp5,1.6045073624072808e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-11,2.7e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Utopia,Sediment_Ocean,biofMP,mp1,3.2090147248145615e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-11,2.7e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,Utopia,Sediment_Ocean,biofMP,mp2,3.2090147248145615e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-11,2.7e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Utopia,Sediment_Ocean,biofMP,mp3,3.2090147248145615e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-11,2.7e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Utopia,Sediment_Ocean,biofMP,mp4,3.2090147248145615e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-11,2.7e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,Utopia,Sediment_Ocean,biofMP,mp5,3.2090147248145615e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-11,2.7e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Utopia,Sediment_Ocean,heterBiofMP,mp1,8.022536812036404e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-11,2.7e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Utopia,Sediment_Ocean,heterBiofMP,mp2,8.022536812036404e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-11,2.7e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Utopia,Sediment_Ocean,heterBiofMP,mp3,8.022536812036404e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-11,2.7e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,Utopia,Sediment_Ocean,heterBiofMP,mp4,8.022536812036404e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-11,2.7e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,Utopia,Sediment_Ocean,heterBiofMP,mp5,8.022536812036404e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-11,2.7e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Utopia,Sediment_Coast,freeMP,mp1,1.6045073624072808e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,2.7e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Utopia,Sediment_Coast,freeMP,mp2,1.6045073624072808e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,2.7e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Utopia,Sediment_Coast,freeMP,mp3,1.6045073624072808e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,2.7e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Utopia,Sediment_Coast,freeMP,mp4,1.6045073624072808e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,2.7e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Utopia,Sediment_Coast,freeMP,mp5,1.6045073624072808e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,2.7e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Utopia,Sediment_Coast,heterMP,mp1,1.6045073624072808e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,2.7e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Utopia,Sediment_Coast,heterMP,mp2,1.6045073624072808e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,2.7e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,Utopia,Sediment_Coast,heterMP,mp3,1.6045073624072808e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,2.7e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,Utopia,Sediment_Coast,heterMP,mp4,1.6045073624072808e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,2.7e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Utopia,Sediment_Coast,heterMP,mp5,1.6045073624072808e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,2.7e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Utopia,Sediment_Coast,biofMP,mp1,3.2090147248145615e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,2.7e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Utopia,Sediment_Coast,biofMP,mp2,3.2090147248145615e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,2.7e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Utopia,Sediment_Coast,biofMP,mp3,3.2090147248145615e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,2.7e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Utopia,Sediment_Coast,biofMP,mp4,3.2090147248145615e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,2.7e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Utopia,Sediment_Coast,biofMP,mp5,3.2090147248145615e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,2.7e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Utopia,Sediment_Coast,heterBiofMP,mp1,8.022536812036404e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,2.7e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Utopia,Sediment_Coast,heterBiofMP,mp2,8.022536812036404e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,2.7e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Utopia,Sediment_Coast,heterBiofMP,mp3,8.022536812036404e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,2.7e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Utopia,Sediment_Coast,heterBiofMP,mp4,8.022536812036404e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,2.7e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
