,Inflow,Outflow,Mass balance,Concentration (g/m3),Concentration (N/m3)
Ocean_Surface_Water,8807.100124575627,8807.100124575623,3.637978807091713e-12,1.8547218234546731e-09,55.03889764660984
Ocean_Mixed_Water,8804.765129796746,8804.76512979675,-3.637978807091713e-12,1.3852780180967771e-11,55.03957467050787
Ocean_Column_Water,0.02712923118489646,0.02712923118489645,1.0408340855860843e-17,3.045428874520761e-12,48.871669277894135
Coast_Surface_Water,307.0883033079124,307.086447646231,0.0018556616813611981,2.5189977573762737e-09,55.80539745620878
Coast_Column_Water,306.9546051882742,306.9546051882742,0.0,2.061438370036731e-11,55.83061027597928
Surface_Freshwater,19090.132514211255,19090.13251421125,3.637978807091713e-12,3.14835755664821e-07,1978.3684628003134
Bulk_Freshwater,19090.1028392792,19090.102839279203,-3.637978807091713e-12,1.6145509299393496e-09,1980.1233232161667
Sediment_Freshwater,0.029130181367368085,0.02913018136736809,-3.469446951953614e-18,8.514823986661256e-06,119728313.07481354
Sediment_Ocean,0.026731012441377013,0.02673101244137701,3.469446951953614e-18,4.39703874685636e-06,61467587.69064559
Sediment_Coast,0.0006559361879117193,0.0006559361879117193,0.0,6.293948548793349e-07,9060098.178124826
Urban_Soil_Surface,7.58517132261025,0.016670947863313006,7.568500374746938,8.239771486382343e-11,1.7189637132588937
Urban_Soil,7.568500374746936,0.3604050065962331,7.208095368150703,7.847401168636225e-11,1.63739922305651
Background_Soil_Surface,12.022438634622393,0.026423324981146884,11.996015309641246,8.265434562895253e-11,1.7246497896027648
Background_Soil,11.996015309641248,0.5712391828924288,11.424776126748819,7.871842193755442e-11,1.642814551062265
Agricultural_Soil_Surface,0.3994990523952874,0.0008782744519755251,0.39862077794331185,8.239670933529451e-11,1.841214873023432
Agricultural_Soil,0.39862077794331185,0.01898195375443476,0.37963882418887707,7.847305404017945e-11,1.753828778423054
Air,3.4210237570135993,3.421023757013599,4.440892098500626e-16,1.4137245166918866e-13,0.0029282155879682636
