species,Compartment,MP_Form,Size_Fraction_um,number_fraction
aD8_Utopia,Sediment_Ocean,heterBiofMP,0.5,0.9139548805590286
aD2_Utopia,Ocean_Column_Water,heterBiofMP,0.5,0.07266075091220998
aD9_Utopia,Sediment_Coast,heterBiofMP,0.5,0.008923530791499466
aD1_Utopia,Ocean_Mixed_Water,heterBiofMP,0.5,0.0024069784399572557
aD7_Utopia,Sediment_Freshwater,heterBiofMP,0.5,0.0016768174249425906
bD8_Utopia,Sediment_Ocean,heterBiofMP,5.0,0.00019969889184541945
aD0_Utopia,Ocean_Surface_Water,heterBiofMP,0.5,0.00012033707918904898
aD4_Utopia,Coast_Column_Water,heterBiofMP,0.5,2.364620180310617e-05
aB1_Utopia,Ocean_Mixed_Water,heterMP,0.5,1.5249229034696115e-05
bD2_Utopia,Ocean_Column_Water,heterBiofMP,5.0,8.119327296036112e-06
